I.D,x-coord,y-coord,Attraction points_Proximity,Attraction points_Availability,Performing art_Proximity,Performing art_Availability,Cinemas_Proximity,Cinemas_Availability,Cafes_Proximity,Cafes_Availability,Restaurants_Proximity,Restaurants_Availability,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5
963,20228.035,10431.665,0.137931,0.222222,0.478261,0.066667,0.092593,0,0.581818,0,0.772727,0.016704,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
964,20327.965,10434.945,0.137931,0.222222,0.478261,0.066667,0.092593,0,0.581818,0,0.772727,0.016704,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
965,4842.815,9826.595,0.62069,0.333333,0.858696,0.266667,0.87963,0.375,0.981818,0.071577,0.772727,0.049555,1,1,1,1,1,1
966,4942.74,9829.875,0.609195,0.333333,0.869565,0.266667,0.888889,0.375,1,0.073651,0.818182,0.052895,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
967,5042.66,9833.155,0.597701,0.333333,0.869565,0.266667,0.888889,0.375,0.981818,0.074689,0.818182,0.056793,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
968,5142.58,9836.435,0.586207,0.333333,0.891304,0.266667,0.907407,0.375,0.981818,0.084025,0.818182,0.062918,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
969,5242.505,9839.715,0.586207,0.4,0.891304,0.266667,0.907407,0.375,0.963636,0.099585,0.863636,0.081292,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
970,5342.43,9842.995,0.563218,0.444444,0.902174,0.266667,0.916667,0.375,0.963636,0.124481,0.863636,0.095212,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
971,5442.35,9846.275,0.551724,0.444444,0.902174,0.266667,0.916667,0.375,0.963636,0.14834,0.863636,0.111915,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
972,5542.275,9849.555,0.551724,0.444444,0.902174,0.266667,0.916667,0.375,0.963636,0.150415,0.863636,0.111915,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
973,5642.2,9852.84,0.528736,0.444444,0.913043,0.266667,0.925926,0.375,0.945455,0.196058,0.863636,0.111915,1,1,0.985294,0.960526,0.958333,0.982143
974,5742.12,9856.12,0.494253,0.444444,0.934783,0.266667,0.944444,0.375,0.945455,0.29668,0.863636,0.18931,1,1,0.985294,0.960526,0.958333,0.982143
975,5842.045,9859.4,0.482759,0.444444,0.934783,0.266667,0.944444,0.375,0.945455,0.274896,0.909091,0.183742,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
976,5941.97,9862.68,0.471264,0.5,0.934783,0.266667,0.944444,0.35,1,0.262448,0.954545,0.181514,1,0.989583,0.617647,0.5,0.5,0
977,6041.89,9865.96,0.45977,0.455556,0.945652,0.266667,0.944444,0.25,0.981818,0.262448,0.954545,0.182628,0.8,0.8,0.823529,0.942105,0.961111,0.807143
978,6141.815,9869.24,0.482759,0.555556,0.945652,0.266667,0.935185,0.25,1,0.342324,1,0.198218,1,0.989583,0.617647,0.5,0.5,0
979,6241.74,9872.52,0.494253,0.555556,0.956522,0.266667,0.935185,0.25,0.981818,0.355809,0.954545,0.197661,1,1,1,1,1,1
980,6341.66,9875.8,0.517241,0.555556,0.956522,0.293333,0.925926,0.3125,0.963636,0.340249,0.909091,0.17539,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
981,6441.585,9879.08,0.528736,0.555556,0.945652,0.326667,0.916667,0.3625,0.945455,0.324689,0.863636,0.170379,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
982,6541.51,9882.36,0.54023,0.555556,0.934783,0.326667,0.907407,0.4125,0.945455,0.314315,0.818182,0.155345,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
983,6641.43,9885.64,0.54023,0.555556,0.934783,0.326667,0.898148,0.425,0.963636,0.28112,0.818182,0.138085,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
984,6741.355,9888.92,0.551724,0.555556,0.934783,0.293333,0.898148,0.425,0.963636,0.244813,0.818182,0.11637,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
985,6841.28,9892.2,0.563218,0.555556,0.923913,0.32,0.87963,0.475,0.963636,0.213693,0.818182,0.105234,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
986,6941.2,9895.48,0.574713,0.555556,0.902174,0.393333,0.87037,0.5375,0.981818,0.171162,0.818182,0.067929,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
987,7041.125,9898.76,0.586207,0.555556,0.891304,0.473333,0.861111,0.625,0.963636,0.142116,0.772727,0.036748,0.981132,0.981132,0.983352,0.994538,0.996331,0.981806
988,7141.05,9902.04,0.597701,0.555556,0.880435,0.513333,0.851852,0.625,0.981818,0.116183,0.818182,0.021715,1,1,1,1,1,1
989,7240.97,9905.32,0.609195,0.588889,0.869565,0.593333,0.842593,0.75,0.963636,0.110996,0.863636,0.017261,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
990,7340.895,9908.6,0.62069,0.655556,0.869565,0.6,0.833333,0.85,0.945455,0.103734,0.863636,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
991,7440.82,9911.88,0.632184,0.666667,0.858696,0.6,0.824074,0.875,0.945455,0.102697,0.863636,0.01559,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
992,7540.74,9915.16,0.643678,0.666667,0.847826,0.6,0.814815,0.875,0.963636,0.096473,0.909091,0.012806,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
993,7640.665,9918.44,0.666667,0.666667,0.826087,0.6,0.796296,0.875,0.963636,0.077801,0.863636,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
994,7740.59,9921.72,0.666667,0.666667,0.815217,0.6,0.787037,0.875,0.963636,0.077801,0.818182,0.017261,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
995,7840.515,9925,0.678161,0.666667,0.793478,0.6,0.777778,0.875,0.945455,0.067427,0.772727,0.022272,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
996,7940.44,9928.28,0.678161,0.666667,0.793478,0.6,0.768519,0.875,0.927273,0.062241,0.727273,0.020045,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
997,8140.285,9934.84,0.712644,0.666667,0.75,0.666667,0.731481,0.875,0.927273,0.065353,0.863636,0.018931,1,1,1,1,1,1
998,8240.21,9938.12,0.712644,0.666667,0.73913,0.666667,0.722222,0.875,0.927273,0.08195,0.863636,0.027283,0.975,0.975,0.977941,0.992763,0.995139,0.975893
999,8340.135,9941.405,0.712644,0.711111,0.728261,0.72,0.722222,0.875,0.927273,0.10166,0.909091,0.037305,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1000,8440.06,9944.685,0.701149,0.777778,0.717391,0.733333,0.731481,0.875,0.945455,0.106846,0.863636,0.043987,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1001,8539.98,9947.965,0.724138,0.777778,0.706522,0.773333,0.75,0.95,0.963636,0.181535,0.909091,0.069599,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1002,8639.905,9951.245,0.735632,0.777778,0.706522,0.8,0.759259,1,0.963636,0.195021,0.909091,0.071269,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1003,8739.83,9954.525,0.747126,0.777778,0.728261,0.8,0.768519,1,0.981818,0.264523,0.954545,0.106904,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1004,8839.755,9957.805,0.758621,0.777778,0.73913,0.8,0.777778,1,1,0.334025,1,0.158686,1,0.999726,0.989938,0.986842,0.986842,0.973684
1005,8939.68,9961.085,0.770115,0.777778,0.73913,0.8,0.787037,1,0.981818,0.407676,0.954545,0.184855,1,0.998264,0.936275,0.916667,0.916667,0.833333
1006,9039.6,9964.365,0.781609,0.777778,0.75,0.8,0.796296,1,0.963636,0.436722,0.954545,0.206013,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
1007,9239.45,9970.925,0.793103,0.888889,0.782609,0.813333,0.824074,1,0.963636,0.414938,0.954545,0.195991,0.941176,0.941176,0.948097,0.982972,0.988562,0.943277
1008,9339.375,9974.205,0.804598,0.888889,0.804348,0.866667,0.833333,1,0.945455,0.494813,0.909091,0.224944,0.941176,0.941176,0.948097,0.982972,0.988562,0.943277
1009,9439.3,9977.485,0.816092,0.888889,0.804348,0.866667,0.842593,1,0.963636,0.505187,0.909091,0.217149,0.888889,0.888889,0.901961,0.967836,0.978395,0.892857
1010,9539.225,9980.765,0.827586,0.888889,0.815217,0.866667,0.842593,1,0.981818,0.53527,0.954545,0.215479,0.888889,0.888889,0.901961,0.967836,0.978395,0.892857
1011,9639.15,9984.045,0.827586,0.888889,0.815217,0.866667,0.851852,1,0.981818,0.574689,0.954545,0.225501,0.888889,0.888889,0.901961,0.967836,0.978395,0.892857
1012,9739.07,9987.325,0.83908,0.888889,0.826087,0.873333,0.861111,1,0.963636,0.596473,0.954545,0.224944,0.888889,0.888889,0.901961,0.967836,0.978395,0.892857
1013,9838.995,9990.605,0.850575,0.888889,0.836957,0.933333,0.87037,1,0.963636,0.661826,0.909091,0.233853,1,1,1,1,1,1
1014,9938.92,9993.885,0.850575,0.888889,0.869565,0.933333,0.888889,1,0.963636,0.715768,0.818182,0.300668,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1015,10038.845,9997.165,0.862069,0.888889,0.880435,0.946667,0.898148,1,0.981818,0.691909,0.863636,0.2951,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1016,10138.77,10000.445,0.862069,0.888889,0.891304,1,0.907407,1,0.981818,0.695021,0.909091,0.282851,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1017,10238.695,10003.725,0.873563,0.888889,0.902174,0.966667,0.925926,0.9375,1,0.69917,0.863636,0.296214,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1018,10338.62,10007.005,0.885057,0.888889,0.913043,0.933333,0.925926,0.875,0.981818,0.692946,0.909091,0.317929,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1019,10438.545,10010.285,0.896552,0.888889,0.923913,0.933333,0.944444,0.7625,0.981818,0.797718,0.909091,0.349109,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
1020,10538.47,10013.565,0.896552,0.888889,0.934783,0.933333,0.953704,0.75,0.981818,0.814315,0.909091,0.384187,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
1021,10638.395,10016.845,0.896552,0.888889,0.956522,0.933333,0.972222,0.75,1,0.893154,1,0.509465,1,0.998512,0.945378,0.928571,0.928571,0.857143
1022,10738.32,10020.13,0.885057,0.922222,0.956522,0.92,0.972222,0.7875,0.981818,0.879668,0.954545,0.557906,1,0.998512,0.945378,0.928571,0.928571,0.857143
1023,10838.24,10023.41,0.873563,1,0.967391,0.866667,0.981481,0.875,0.963636,0.876556,0.954545,0.594098,0.666667,0.666667,0.705882,0.903509,0.935185,0.678571
1024,10938.165,10026.69,0.873563,1,0.967391,0.86,0.981481,0.875,0.981818,0.880705,0.954545,0.63363,1,0.998512,0.945378,0.928571,0.928571,0.857143
1025,11237.94,10036.53,0.850575,0.888889,0.978261,0.866667,0.981481,0.875,1,0.901452,1,0.761136,1,0.996528,0.872549,0.833333,0.833333,0.666667
1026,11337.865,10039.81,0.83908,0.888889,0.98913,0.866667,0.990741,0.875,1,0.838174,1,0.804566,1,0.996528,0.872549,0.833333,0.833333,0.666667
1027,11437.79,10043.09,0.827586,0.888889,0.98913,0.866667,0.990741,0.875,1,0.818465,1,0.830735,1,0.996528,0.872549,0.833333,0.833333,0.666667
1028,11537.715,10046.37,0.816092,0.888889,0.978261,0.866667,0.972222,0.875,0.981818,0.756224,1,0.76392,1,0.996528,0.872549,0.833333,0.833333,0.666667
1029,11637.64,10049.65,0.793103,0.888889,0.967391,0.866667,0.962963,0.875,0.981818,0.760373,0.954545,0.751114,1,0.996528,0.872549,0.833333,0.833333,0.666667
1030,11837.49,10056.21,0.735632,0.888889,0.891304,0.866667,0.907407,0.875,0.945455,0.233402,0.909091,0.442094,1,1,1,1,1,1
1031,11937.415,10059.49,0.747126,0.888889,0.891304,0.866667,0.907407,0.875,0.945455,0.282158,0.954545,0.492205,0.666667,0.666667,0.705882,0.903509,0.935185,0.678571
1032,12037.34,10062.77,0.747126,0.888889,0.902174,0.866667,0.907407,0.875,0.945455,0.276971,0.954545,0.533964,0.997449,0.994792,0.75,0.75,0.75,0.866071
1033,12137.265,10066.05,0.735632,0.888889,0.902174,0.866667,0.907407,0.875,0.927273,0.279046,0.909091,0.502784,0.997959,0.995833,0.8,0.8,0.8,0.892857
1034,12836.745,10089.01,0.597701,0.888889,0.836957,0.866667,0.833333,0.875,0.927273,0.124481,0.954545,0.061804,0.75,0.75,0.779412,0.927632,0.951389,0.758929
1035,12936.67,10092.29,0.597701,0.888889,0.836957,0.866667,0.833333,0.875,0.927273,0.121369,0.954545,0.072383,0.75,0.75,0.779412,0.927632,0.951389,0.758929
1036,13036.595,10095.57,0.597701,0.888889,0.836957,0.866667,0.824074,0.875,0.909091,0.110996,0.909091,0.062361,0.75,0.75,0.779412,0.927632,0.951389,0.758929
1037,14035.85,10128.375,0.528736,0.777778,0.75,0.666667,0.712963,0.75,0.818182,0,0.818182,0.02784,1,1,1,1,1,1
1038,14135.775,10131.655,0.528736,0.888889,0.75,0.666667,0.712963,0.75,0.872727,0.03112,0.863636,0.038976,1,1,1,1,1,1
1039,14535.48,10144.775,0.482759,0.888889,0.706522,0.666667,0.675926,0.75,0.909091,0.010373,0.863636,0.033408,1,1,0.998452,0.995845,0.995614,0.99812
1040,15834.525,10187.415,0.367816,0.777778,0.543478,0.2,0.490741,0,0.709091,0,0.727273,0.005568,1,1,1,1,1,1
1041,15934.45,10190.695,0.367816,0.777778,0.543478,0.2,0.490741,0,0.709091,0,0.772727,0.005568,0.952381,0.952381,0.957983,0.986216,0.990741,0.954082
1042,16034.375,10193.975,0.37931,0.777778,0.554348,0.2,0.5,0,0.727273,0,0.772727,0.005568,0.952381,0.952381,0.957983,0.986216,0.990741,0.954082
1043,16134.3,10197.255,0.367816,0.777778,0.554348,0.2,0.490741,0,0.709091,0,0.727273,0.005568,1,1,1,1,1,1
1044,16234.225,10200.535,0.367816,0.777778,0.586957,0.2,0.490741,0,0.709091,0,0.727273,0.005568,0.952381,0.952381,0.957983,0.986216,0.990741,0.954082
1045,16334.155,10203.815,0.367816,0.766667,0.597826,0.193333,0.490741,0,0.709091,0,0.727273,0.005011,0.952381,0.952381,0.957983,0.986216,0.990741,0.954082
1046,16434.08,10207.095,0.367816,0.777778,0.608696,0.2,0.490741,0,0.690909,0,0.727273,0.005568,0.994898,0.989583,0.5,0.5,0.5,0.732143
1047,16633.935,10213.655,0.37931,0.666667,0.641304,0.133333,0.472222,0,0.909091,0.020747,0.818182,0.022272,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1048,16733.86,10216.935,0.298851,0.5,0.554348,0.133333,0.407407,0,0.854545,0.020747,0.681818,0.016704,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1049,16833.785,10220.215,0.298851,0.522222,0.565217,0.133333,0.407407,0,0.872727,0.020747,0.681818,0.016704,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1050,16933.715,10223.495,0.298851,0.511111,0.554348,0.133333,0.407407,0,0.854545,0.020747,0.681818,0.018374,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1051,17033.645,10226.775,0.333333,0.455556,0.597826,0.133333,0.398148,0,0.818182,0.012448,0.636364,0.01559,0.95,0.95,0.955882,0.985526,0.990278,0.951786
1052,17133.565,10230.055,0.37931,0.444444,0.652174,0.133333,0.388889,0,0.781818,0,0.636364,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1053,17233.495,10233.335,0.37931,0.444444,0.663043,0.133333,0.388889,0,0.781818,0,0.636364,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1054,17333.425,10236.615,0.356322,0.444444,0.663043,0.133333,0.37037,0,0.818182,0.008299,0.727273,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1055,17433.35,10239.895,0.356322,0.444444,0.673913,0.133333,0.37037,0,0.818182,0.002075,0.727273,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1056,17533.275,10243.175,0.344828,0.444444,0.652174,0.133333,0.351852,0,0.836364,0.010373,0.772727,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1057,17633.205,10246.455,0.321839,0.444444,0.652174,0.133333,0.342593,0,0.818182,0.007261,0.727273,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1058,17733.13,10249.735,0.310345,0.444444,0.641304,0.133333,0.324074,0,0.8,0.003112,0.636364,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1059,17833.055,10253.015,0.310345,0.444444,0.641304,0.133333,0.324074,0,0.818182,0.004149,0.681818,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1060,17932.985,10256.295,0.298851,0.444444,0.641304,0.133333,0.324074,0,0.8,0,0.636364,0.005568,0.986301,0.986301,0.987913,0.996035,0.997336,0.986791
1061,18032.915,10259.575,0.298851,0.444444,0.630435,0.133333,0.324074,0,0.8,0,0.590909,0.005568,1,1,1,1,1,1
1062,18532.545,10275.975,0.206897,0.222222,0.543478,0.133333,0.111111,0,0.945455,0.010373,0.727273,0.020045,1,1,1,1,1,1
1063,18632.475,10279.255,0.206897,0.222222,0.554348,0.133333,0.101852,0,0.927273,0.010373,0.818182,0.022272,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1064,18732.405,10282.535,0.206897,0.222222,0.543478,0.133333,0.101852,0,0.927273,0.010373,0.863636,0.022272,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1065,18832.33,10285.815,0.195402,0.222222,0.543478,0.133333,0.092593,0,0.890909,0.010373,0.909091,0.022272,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1066,18932.255,10289.095,0.206897,0.222222,0.554348,0.133333,0.111111,0,0.854545,0.010373,0.909091,0.02784,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1067,19032.185,10292.375,0.218391,0.222222,0.565217,0.133333,0.12037,0,0.836364,0.010373,0.909091,0.032294,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1068,19132.115,10295.655,0.218391,0.244444,0.565217,0.133333,0.12037,0,0.818182,0.008299,0.863636,0.034521,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1069,19232.04,10298.935,0.218391,0.222222,0.554348,0.133333,0.111111,0,0.818182,0.005187,0.818182,0.033408,0.97561,0.97561,0.978479,0.99294,0.995257,0.976481
1070,19431.895,10305.495,0.218391,0.222222,0.554348,0.133333,0.12037,0,0.781818,0,0.863636,0.054566,1,1,1,1,1,1
1071,19531.825,10308.775,0.206897,0.222222,0.554348,0.133333,0.111111,0,0.763636,0,0.772727,0.046214,0.9,0.9,0.911765,0.971053,0.980556,0.903571
1072,19631.75,10312.055,0.195402,0.222222,0.543478,0.133333,0.101852,0,0.745455,0,0.772727,0.040646,0.9,0.9,0.911765,0.971053,0.980556,0.903571
1073,19731.675,10315.335,0.195402,0.222222,0.543478,0.133333,0.111111,0,0.709091,0,0.863636,0.032851,0.9,0.9,0.911765,0.971053,0.980556,0.903571
1074,19831.605,10318.615,0.195402,0.222222,0.532609,0.133333,0.111111,0,0.672727,0,0.909091,0.025612,0.9,0.9,0.911765,0.971053,0.980556,0.903571
1075,19931.535,10321.895,0.172414,0.222222,0.51087,0.133333,0.111111,0,0.636364,0,0.909091,0.016704,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
1076,20031.465,10325.175,0.172414,0.222222,0.51087,0.133333,0.101852,0,0.636364,0,0.909091,0.016704,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
1077,20131.39,10328.455,0.149425,0.222222,0.5,0.1,0.101852,0,0.618182,0,0.863636,0.016704,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
1078,20231.315,10331.735,0.137931,0.222222,0.48913,0.066667,0.101852,0,0.6,0,0.818182,0.016704,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
1079,20331.245,10335.015,0.137931,0.222222,0.478261,0.066667,0.101852,0,0.581818,0,0.818182,0.016704,1,1,1,1,1,1
1080,4646.25,9720.11,0.643678,0.333333,0.836957,0.266667,0.861111,0.375,0.927273,0.041494,0.772727,0.033408,1,1,1,1,1,1
1081,4746.17,9723.39,0.632184,0.333333,0.847826,0.266667,0.87037,0.375,0.945455,0.04668,0.772727,0.035635,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1082,4846.095,9726.67,0.632184,0.333333,0.847826,0.266667,0.87037,0.375,0.963636,0.062241,0.818182,0.044543,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1083,4946.02,9729.95,0.62069,0.333333,0.858696,0.266667,0.87963,0.375,0.981818,0.068465,0.863636,0.051782,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1084,5045.94,9733.23,0.609195,0.333333,0.869565,0.266667,0.888889,0.375,0.981818,0.076763,0.818182,0.055679,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1085,5145.86,9736.51,0.597701,0.333333,0.880435,0.266667,0.898148,0.375,0.963636,0.082988,0.863636,0.055122,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1086,5245.785,9739.79,0.586207,0.333333,0.891304,0.266667,0.907407,0.375,0.945455,0.084025,0.909091,0.052895,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1087,5345.71,9743.07,0.574713,0.333333,0.891304,0.266667,0.907407,0.375,0.963636,0.079876,0.909091,0.055679,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1088,5445.63,9746.35,0.563218,0.333333,0.891304,0.266667,0.907407,0.375,0.981818,0.085062,0.909091,0.060134,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1089,5545.555,9749.635,0.551724,0.366667,0.891304,0.266667,0.907407,0.375,0.981818,0.092324,0.863636,0.067372,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1090,5645.48,9752.915,0.54023,0.333333,0.880435,0.266667,0.898148,0.375,0.963636,0.072614,0.863636,0.044543,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1091,5745.4,9756.195,0.528736,0.444444,0.891304,0.266667,0.907407,0.375,0.963636,0.1639,0.954545,0.098552,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1092,5845.325,9759.475,0.482759,0.444444,0.923913,0.266667,0.935185,0.375,0.945455,0.275934,0.909091,0.17539,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1093,5945.25,9762.755,0.45977,0.5,0.923913,0.266667,0.935185,0.375,0.963636,0.288382,0.909091,0.179844,0.984615,0.984615,0.986425,0.995547,0.997009,0.985165
1094,6045.17,9766.035,0.45977,0.533333,0.923913,0.266667,0.925926,0.3375,0.981818,0.291494,0.954545,0.170379,1,1,1,1,1,1
1095,6145.095,9769.315,0.471264,0.533333,0.934783,0.266667,0.925926,0.25,1,0.328838,0.954545,0.184855,1,0.989583,0.617647,0.5,0.5,0
1096,6245.02,9772.595,0.494253,0.555556,0.945652,0.266667,0.925926,0.2625,0.981818,0.358921,0.954545,0.184298,1,0.997396,0.904412,0.875,0.875,0.75
1097,6344.94,9775.875,0.505747,0.555556,0.945652,0.286667,0.916667,0.375,0.963636,0.353734,0.909091,0.171492,1,0.997396,0.904412,0.875,0.875,0.75
1098,6444.865,9779.155,0.517241,0.555556,0.934783,0.4,0.907407,0.375,0.963636,0.325726,0.954545,0.1598,0.99949,0.998958,0.95,0.95,0.95,0.973214
1099,6544.79,9782.435,0.528736,0.555556,0.923913,0.44,0.898148,0.45,0.963636,0.303942,1,0.136971,0.666667,0.666667,0.705882,0.903509,0.935185,0.678571
1100,6644.71,9785.715,0.54023,0.555556,0.913043,0.446667,0.888889,0.5,0.981818,0.262448,0.954545,0.123608,0.666667,0.666667,0.705882,0.903509,0.935185,0.678571
1101,6744.635,9788.995,0.54023,0.555556,0.902174,0.453333,0.87963,0.5625,0.981818,0.20332,0.909091,0.093541,0.666667,0.666667,0.705882,0.903509,0.935185,0.678571
1102,6844.56,9792.275,0.528736,0.555556,0.891304,0.466667,0.87037,0.625,0.963636,0.174274,0.863636,0.078508,1,1,1,1,1,1
1103,6944.48,9795.555,0.586207,0.555556,0.902174,0.466667,0.87037,0.625,0.981818,0.186722,0.818182,0.066815,1,1,1,1,1,1
1104,7044.405,9798.835,0.586207,0.555556,0.891304,0.466667,0.861111,0.625,0.981818,0.169087,0.772727,0.050111,1,1,1,1,1,1
1105,7144.33,9802.115,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
1106,7244.25,9805.4,0.609195,0.555556,0.869565,0.593333,0.842593,0.75,0.981818,0.114108,0.772727,0.016704,1,1,1,1,1,1
1107,7344.175,9808.68,0.62069,0.6,0.858696,0.6,0.833333,0.8375,0.963636,0.105809,0.818182,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1108,7444.1,9811.96,0.632184,0.633333,0.847826,0.6,0.824074,0.875,0.963636,0.096473,0.818182,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1109,7544.02,9815.24,0.643678,0.666667,0.836957,0.6,0.814815,0.875,0.981818,0.087137,0.818182,0.013363,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1110,7643.945,9818.52,0.655172,0.666667,0.836957,0.6,0.805556,0.875,0.981818,0.080913,0.818182,0.016147,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1111,7743.87,9821.8,0.666667,0.666667,0.815217,0.6,0.796296,0.875,0.963636,0.077801,0.772727,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1112,7843.795,9825.08,0.666667,0.666667,0.804348,0.6,0.787037,0.875,0.945455,0.06639,0.727273,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1113,7943.72,9828.36,0.666667,0.666667,0.793478,0.6,0.777778,0.875,0.927273,0.053942,0.681818,0.016704,0.961538,0.961538,0.966063,0.988866,0.992521,0.962912
1114,8043.64,9831.64,0.666667,0.666667,0.782609,0.6,0.768519,0.875,0.909091,0.047718,0.681818,0.016704,1,1,1,1,1,1
1115,8243.49,9838.2,0.701149,0.666667,0.728261,0.666667,0.722222,0.875,0.909091,0.08195,0.818182,0.025612,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1116,8343.415,9841.48,0.701149,0.688889,0.728261,0.72,0.712963,0.875,0.909091,0.10166,0.863636,0.037305,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1117,8443.34,9844.76,0.712644,0.777778,0.728261,0.733333,0.740741,0.875,0.963636,0.181535,0.863636,0.071826,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1118,8543.26,9848.04,0.724138,0.777778,0.706522,0.793333,0.75,0.9875,0.981818,0.192946,0.954545,0.07461,0.975,0.975,0.977941,0.992763,0.995139,0.975893
1119,8643.185,9851.32,0.735632,0.777778,0.717391,0.8,0.759259,1,0.981818,0.241701,0.954545,0.08686,1,0.999726,0.989938,0.986842,0.986842,0.973684
1120,8743.11,9854.6,0.747126,0.777778,0.717391,0.8,0.768519,1,0.981818,0.264523,0.954545,0.106904,1,0.998264,0.936275,0.916667,0.916667,0.833333
1121,8843.035,9857.88,0.747126,0.777778,0.728261,0.8,0.768519,1,0.981818,0.321577,0.954545,0.141982,0.954545,0.954545,0.959893,0.986842,0.991162,0.956169
1122,8942.96,9861.16,0.758621,0.777778,0.728261,0.8,0.777778,1,0.963636,0.383817,0.909091,0.17706,1,0.998264,0.936275,0.916667,0.916667,0.833333
