I.D,x-coord,y-coord,Attraction points_Proximity,Attraction points_Availability,Performing art_Proximity,Performing art_Availability,Cinemas_Proximity,Cinemas_Availability,Cafes_Proximity,Cafes_Availability,Restaurants_Proximity,Restaurants_Availability,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5
0,11988.135,11561.645,0.781609,0.777778,0.891304,0.733333,0.87037,0.75,0.945455,0.403527,0.909091,0.358018,1,1,1,1,1,1
1,12088.06,11564.93,0.781609,0.777778,0.902174,0.733333,0.851852,0.75,0.945455,0.309129,0.909091,0.302895,1,1,1,1,1,1
2,12187.985,11568.21,0.770115,0.777778,0.891304,0.733333,0.842593,0.75,0.981818,0.30083,0.863636,0.311804,1,1,1,1,1,1
3,12287.91,11571.49,0.758621,0.777778,0.891304,0.733333,0.851852,0.75,1,0.326763,0.863636,0.266704,1,1,1,1,1,1
4,12387.835,11574.77,0.758621,0.777778,0.880435,0.733333,0.842593,0.75,0.981818,0.270747,0.818182,0.223831,1,1,1,1,1,1
5,11591.715,11448.6,0.804598,0.777778,0.880435,0.733333,0.916667,0.75,0.945455,0.28527,0.863636,0.203229,1,1,1,1,1,1
6,11691.64,11451.88,0.804598,0.777778,0.891304,0.733333,0.916667,0.75,0.945455,0.424274,0.863636,0.271715,1,1,0.970588,0.921053,0.916667,0.964286
7,11791.565,11455.16,0.793103,0.777778,0.869565,0.733333,0.898148,0.75,0.945455,0.392116,0.863636,0.218263,1,1,1,1,1,1
8,11891.49,11458.44,0.804598,0.777778,0.902174,0.733333,0.87037,0.75,0.963636,0.372407,0.909091,0.396993,1,1,1,1,1,1
9,11991.415,11461.725,0.793103,0.777778,0.902174,0.733333,0.87037,0.75,0.963636,0.404564,0.954545,0.407016,1,1,1,1,1,1
10,12091.34,11465.005,0.781609,0.777778,0.902174,0.733333,0.861111,0.75,0.945455,0.33195,0.909091,0.326837,1,1,1,1,1,1
11,12191.265,11468.285,0.770115,0.777778,0.891304,0.733333,0.842593,0.75,0.963636,0.259336,0.863636,0.294543,1,1,1,1,1,1
12,12291.195,11471.565,0.770115,0.777778,0.891304,0.733333,0.842593,0.75,0.963636,0.262448,0.863636,0.280624,1,1,1,1,1,1
13,12391.115,11474.845,0.747126,0.777778,0.869565,0.7,0.824074,0.75,0.945455,0.21888,0.772727,0.178731,1,1,1,1,1,1
14,12491.045,11478.125,0.747126,0.777778,0.869565,0.72,0.824074,0.75,0.945455,0.220954,0.772727,0.169265,1,1,1,1,1,1
15,12590.97,11481.405,0.735632,0.777778,0.858696,0.673333,0.814815,0.75,0.945455,0.251037,0.818182,0.168708,1,1,1,1,1,1
16,12690.895,11484.685,0.712644,0.777778,0.858696,0.666667,0.796296,0.75,0.963636,0.248963,0.863636,0.16147,1,1,1,1,1,1
17,12790.82,11487.965,0.701149,0.777778,0.858696,0.673333,0.796296,0.75,0.981818,0.240664,0.909091,0.19265,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
18,12890.745,11491.245,0.701149,0.777778,0.847826,0.68,0.787037,0.75,0.981818,0.209544,0.954545,0.177617,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
19,12990.67,11494.53,0.689655,0.777778,0.836957,0.666667,0.777778,0.75,0.963636,0.207469,1,0.164811,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
20,13090.595,11497.81,0.666667,0.777778,0.826087,0.666667,0.768519,0.75,0.963636,0.193983,0.954545,0.177617,0.875,0.875,0.889706,0.963816,0.975694,0.879464
21,13190.52,11501.09,0.666667,0.777778,0.815217,0.666667,0.759259,0.75,0.963636,0.173237,0.909091,0.163697,0.875,0.875,0.889706,0.963816,0.975694,0.879464
22,13390.375,11507.65,0.632184,0.777778,0.793478,0.666667,0.740741,0.75,0.981818,0.115145,1,0.162584,1,1,1,1,1,1
23,13490.295,11510.93,0.609195,0.777778,0.782609,0.666667,0.731481,0.75,0.963636,0.114108,0.954545,0.155345,1,1,1,1,1,1
24,13590.225,11514.215,0.597701,0.777778,0.76087,0.666667,0.712963,0.75,0.945455,0.114108,0.909091,0.151448,1,0.994792,0.808824,0.75,0.75,0.5
25,13690.15,11517.495,0.586207,0.777778,0.75,0.666667,0.703704,0.75,0.909091,0.0861,0.863636,0.146993,1,1,1,1,1,1
26,10895.52,11325.71,0.83908,0.777778,0.967391,0.733333,0.962963,0.75,0.963636,0.209544,0.863636,0.148107,1,1,1,1,1,1
27,10995.445,11328.99,0.827586,0.777778,0.945652,0.733333,0.990741,0.75,0.945455,0.242739,0.954545,0.218263,1,1,1,1,1,1
28,11095.37,11332.27,0.827586,0.777778,0.934783,0.733333,0.990741,0.75,0.963636,0.263485,1,0.244432,0.8,0.8,0.823529,0.942105,0.961111,0.807143
29,11195.295,11335.555,0.850575,0.777778,0.934783,0.733333,0.953704,0.75,0.981818,0.28112,0.954545,0.320156,1,1,1,1,1,1
30,11594.995,11348.675,0.804598,0.777778,0.891304,0.733333,0.916667,0.75,0.963636,0.363071,0.909091,0.233853,1,1,0.764706,0.736842,0.777778,0.928571
31,11694.92,11351.955,0.804598,0.777778,0.880435,0.733333,0.907407,0.75,0.945455,0.304979,0.863636,0.202673,1,1,1,1,1,1
32,11794.845,11355.235,0.793103,0.777778,0.880435,0.733333,0.898148,0.75,0.927273,0.318465,0.818182,0.200445,1,1,1,1,1,1
33,11894.77,11358.515,0.816092,0.777778,0.913043,0.733333,0.87963,0.75,0.981818,0.335062,0.909091,0.462695,1,1,1,1,1,1
34,11994.695,11361.795,0.804598,0.777778,0.913043,0.733333,0.87037,0.75,0.981818,0.365145,1,0.454343,1,1,1,1,1,1
35,12094.625,11365.075,0.793103,0.777778,0.913043,0.733333,0.87037,0.75,0.963636,0.348548,0.954545,0.433185,1,0.994792,0.808824,0.75,0.75,0.5
36,12194.545,11368.36,0.770115,0.777778,0.913043,0.733333,0.851852,0.7625,0.945455,0.293568,0.909091,0.327951,1,1,1,1,1,1
37,12294.475,11371.64,0.770115,0.777778,0.891304,0.733333,0.842593,0.75,0.945455,0.221992,0.863636,0.247773,1,1,1,1,1,1
38,12394.4,11374.92,0.747126,0.777778,0.880435,0.733333,0.833333,0.75,0.945455,0.174274,0.818182,0.172049,1,1,1,1,1,1
39,12494.325,11378.2,0.735632,0.777778,0.858696,0.686667,0.814815,0.75,0.927273,0.141079,0.727273,0.11637,1,1,1,1,1,1
40,12594.25,11381.48,0.724138,0.777778,0.858696,0.666667,0.805556,0.75,0.909091,0.137967,0.727273,0.097439,1,1,1,1,1,1
41,12694.175,11384.76,0.701149,0.777778,0.847826,0.666667,0.787037,0.75,0.945455,0.197095,0.818182,0.122494,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
42,12794.1,11388.04,0.701149,0.777778,0.869565,0.733333,0.787037,0.75,0.981818,0.245851,0.863636,0.206013,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
43,12894.025,11391.325,0.689655,0.777778,0.858696,0.72,0.787037,0.75,0.963636,0.209544,0.909091,0.183185,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
44,12993.95,11394.605,0.678161,0.777778,0.847826,0.706667,0.777778,0.75,0.963636,0.188797,0.954545,0.187639,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
45,13093.875,11397.885,0.666667,0.777778,0.836957,0.7,0.777778,0.75,0.963636,0.176349,0.954545,0.212138,0.875,0.875,0.889706,0.963816,0.975694,0.879464
46,13193.8,11401.165,0.655172,0.777778,0.826087,0.666667,0.768519,0.75,0.945455,0.165975,0.909091,0.173163,0.875,0.875,0.889706,0.963816,0.975694,0.879464
47,13393.655,11407.725,0.609195,0.777778,0.793478,0.666667,0.740741,0.75,0.963636,0.115145,0.954545,0.164811,0.5,0.5,0.558824,0.855263,0.902778,0.517857
48,13493.58,11411.005,0.609195,0.777778,0.782609,0.666667,0.731481,0.75,0.963636,0.121369,0.954545,0.1598,0.5,0.5,0.558824,0.855263,0.902778,0.517857
49,13593.505,11414.285,0.609195,0.777778,0.782609,0.666667,0.731481,0.75,0.945455,0.134855,1,0.16147,1,0.994792,0.808824,0.75,0.75,0.5
50,13693.43,11417.565,0.586207,0.777778,0.771739,0.666667,0.722222,0.75,0.927273,0.120332,0.954545,0.16147,1,1,1,1,1,1
51,13793.355,11420.845,0.574713,0.777778,0.76087,0.666667,0.712963,0.75,0.927273,0.103734,0.909091,0.150334,0.9,0.9,0.911765,0.971053,0.980556,0.903571
52,13893.28,11424.125,0.563218,0.777778,0.73913,0.666667,0.694444,0.75,0.909091,0.093361,0.818182,0.111359,1,1,1,1,1,1
53,13993.205,11427.41,0.574713,0.866667,0.728261,0.666667,0.685185,0.75,0.909091,0.087137,0.818182,0.111359,0.9,0.9,0.911765,0.971053,0.980556,0.903571
54,14093.135,11430.69,0.586207,0.888889,0.717391,0.666667,0.675926,0.75,0.927273,0.058091,0.863636,0.10078,0.9,0.9,0.911765,0.971053,0.980556,0.903571
55,14193.06,11433.97,0.597701,0.888889,0.717391,0.666667,0.675926,0.75,0.945455,0.054979,0.909091,0.098552,1,1,1,1,1,1
56,15691.95,11483.175,0.586207,0.666667,0.586957,0.2,0.490741,0,0.6,0,0.727273,0.010579,1,1,1,1,1,1
57,15791.875,11486.455,0.597701,0.666667,0.597826,0.2,0.481481,0,0.581818,0,0.772727,0.011136,1,1,1,1,1,1
58,15891.805,11489.74,0.586207,0.666667,0.586957,0.2,0.481481,0,0.563636,0,0.772727,0.011136,1,1,1,1,1,1
59,15991.73,11493.02,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
60,16191.585,11499.58,0.62069,0.666667,0.630435,0.193333,0.462963,0,0.618182,0,0.954545,0.011136,0.95,0.95,0.955882,0.985526,0.990278,0.951786
61,10898.805,11225.785,0.850575,0.777778,0.934783,0.733333,0.981481,0.75,0.945455,0.185685,0.954545,0.151448,0.8,0.8,0.823529,0.942105,0.961111,0.807143
62,10998.725,11229.065,0.83908,0.777778,0.923913,0.733333,0.990741,0.75,0.945455,0.221992,0.954545,0.210468,0.8,0.8,0.823529,0.942105,0.961111,0.807143
63,11098.655,11232.345,0.827586,0.777778,0.923913,0.733333,0.990741,0.75,0.945455,0.219917,0.954545,0.200445,0.8,0.8,0.823529,0.942105,0.961111,0.807143
64,11198.575,11235.625,0.827586,0.777778,0.923913,0.733333,0.972222,0.75,0.945455,0.23444,0.909091,0.243318,0.8,0.8,0.823529,0.942105,0.961111,0.807143
65,11298.505,11238.91,0.873563,0.777778,0.945652,0.733333,0.935185,0.75,0.963636,0.302905,0.909091,0.44265,1,1,1,1,1,1
66,11498.355,11245.47,0.827586,0.777778,0.902174,0.733333,0.925926,0.75,1,0.321577,0.954545,0.306236,1,0.994792,0.808824,0.75,0.75,0.5
67,11598.275,11248.75,0.793103,0.777778,0.880435,0.733333,0.907407,0.75,0.945455,0.217842,0.863636,0.142539,1,1,1,1,1,1
68,11698.205,11252.03,0.793103,0.777778,0.869565,0.733333,0.898148,0.75,0.945455,0.236515,0.863636,0.150334,1,1,1,1,1,1
69,11798.125,11255.31,0.816092,0.777778,0.891304,0.733333,0.898148,0.75,0.945455,0.283195,0.863636,0.331292,1,1,1,1,1,1
70,11898.055,11258.59,0.827586,0.777778,0.913043,0.733333,0.888889,0.75,0.981818,0.342324,0.909091,0.555122,1,1,1,1,1,1
71,11997.975,11261.87,0.804598,0.777778,0.923913,0.733333,0.87963,0.7625,1,0.358921,1,0.566815,1,0.994792,0.808824,0.75,0.75,0.5
72,12097.905,11265.155,0.793103,0.777778,0.934783,0.733333,0.87037,0.875,0.981818,0.290456,0.954545,0.512249,1,1,0.970588,0.921053,0.916667,0.964286
73,12197.83,11268.435,0.770115,0.777778,0.923913,0.733333,0.861111,0.825,0.945455,0.29668,0.909091,0.386971,1,1,1,1,1,1
74,12297.755,11271.715,0.758621,0.777778,0.880435,0.733333,0.833333,0.75,0.927273,0.165975,0.818182,0.179844,1,1,1,1,1,1
75,12397.68,11274.995,0.747126,0.777778,0.869565,0.706667,0.824074,0.75,0.927273,0.098548,0.772727,0.118597,1,1,1,1,1,1
76,12497.605,11278.275,0.724138,0.777778,0.858696,0.666667,0.814815,0.75,0.909091,0.091286,0.727273,0.086303,1,1,1,1,1,1
77,12597.53,11281.555,0.724138,0.777778,0.847826,0.666667,0.805556,0.75,0.890909,0.090249,0.681818,0.070713,1,1,1,1,1,1
78,12697.455,11284.835,0.701149,0.777778,0.847826,0.666667,0.787037,0.75,0.927273,0.151452,0.772727,0.085746,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
79,12797.38,11288.115,0.689655,0.777778,0.880435,0.733333,0.796296,0.75,0.963636,0.257261,0.863636,0.22049,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
80,12897.305,11291.395,0.689655,0.777778,0.869565,0.733333,0.796296,0.75,0.981818,0.239627,0.909091,0.24833,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
81,12997.23,11294.675,0.666667,0.777778,0.858696,0.733333,0.796296,0.75,0.981818,0.188797,0.954545,0.229955,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
82,13097.155,11297.955,0.655172,0.777778,0.847826,0.733333,0.787037,0.75,0.981818,0.16805,1,0.22216,0.875,0.875,0.889706,0.963816,0.975694,0.879464
83,13197.085,11301.24,0.655172,0.777778,0.847826,0.72,0.787037,0.75,0.963636,0.165975,0.954545,0.208797,0.875,0.875,0.889706,0.963816,0.975694,0.879464
84,13297.005,11304.52,0.643678,0.777778,0.826087,0.666667,0.768519,0.75,0.927273,0.165975,0.863636,0.172049,1,1,0.985294,0.960526,0.958333,0.982143
85,13396.935,11307.8,0.62069,0.777778,0.804348,0.666667,0.75,0.75,0.945455,0.136929,0.909091,0.180958,1,1,0.985294,0.960526,0.958333,0.982143
86,13496.86,11311.08,0.609195,0.777778,0.793478,0.666667,0.740741,0.75,0.945455,0.126556,0.954545,0.170935,1,0.994792,0.808824,0.75,0.75,0.5
87,13596.785,11314.36,0.597701,0.777778,0.782609,0.666667,0.731481,0.75,0.927273,0.130705,0.954545,0.166481,1,0.994792,0.808824,0.75,0.75,0.5
88,13696.71,11317.64,0.586207,0.777778,0.771739,0.666667,0.722222,0.75,0.945455,0.11722,1,0.164811,1,1,1,1,1,1
89,13796.635,11320.92,0.574713,0.777778,0.76087,0.666667,0.712963,0.75,0.927273,0.098548,0.954545,0.145323,0.9,0.9,0.911765,0.971053,0.980556,0.903571
90,13896.565,11324.205,0.563218,0.777778,0.75,0.666667,0.703704,0.75,0.927273,0.092324,0.863636,0.114143,0.9,0.9,0.911765,0.971053,0.980556,0.903571
91,13996.485,11327.485,0.574713,0.877778,0.73913,0.666667,0.694444,0.75,0.945455,0.092324,0.909091,0.111359,0.9,0.9,0.911765,0.971053,0.980556,0.903571
92,14096.415,11330.765,0.586207,0.888889,0.728261,0.666667,0.685185,0.75,0.927273,0.077801,0.863636,0.110802,0.9,0.9,0.911765,0.971053,0.980556,0.903571
93,14196.34,11334.045,0.597701,0.888889,0.706522,0.666667,0.666667,0.75,0.945455,0.044606,0.954545,0.090757,0.875,0.875,0.889706,0.963816,0.975694,0.879464
94,14296.265,11337.325,0.586207,0.811111,0.695652,0.666667,0.657407,0.75,0.927273,0.033195,0.863636,0.069599,0.875,0.875,0.889706,0.963816,0.975694,0.879464
95,14396.19,11340.605,0.586207,0.777778,0.684783,0.66,0.648148,0.7375,0.909091,0.020747,0.818182,0.06069,0.875,0.875,0.889706,0.963816,0.975694,0.879464
96,14496.115,11343.885,0.574713,0.777778,0.673913,0.6,0.638889,0.625,0.890909,0.020747,0.772727,0.045657,1,1,1,1,1,1
97,15195.6,11366.85,0.609195,0.777778,0.597826,0.533333,0.574074,0.5,0.763636,0,0.863636,0.011136,0.75,0.75,0.779412,0.927632,0.951389,0.758929
98,15695.235,11383.25,0.586207,0.666667,0.586957,0.2,0.5,0,0.618182,0,0.681818,0.016704,0.994898,0.989583,0.5,0.5,0.5,0.732143
99,15795.155,11386.535,0.586207,0.666667,0.586957,0.2,0.490741,0,0.6,0,0.727273,0.012249,1,1,1,1,1,1
100,15895.085,11389.815,0.574713,0.666667,0.576087,0.2,0.481481,0,0.581818,0,0.727273,0.007795,1,1,1,1,1,1
101,16194.865,11399.655,0.609195,0.666667,0.619565,0.186667,0.453704,0,0.6,0,0.909091,0.011136,0.95,0.95,0.955882,0.985526,0.990278,0.951786
102,16294.79,11402.935,0.609195,0.666667,0.630435,0.133333,0.444444,0,0.618182,0,0.863636,0.010579,0.95,0.95,0.955882,0.985526,0.990278,0.951786
103,16394.715,11406.215,0.62069,0.666667,0.641304,0.133333,0.435185,0,0.618182,0,0.818182,0.005568,0.95,0.95,0.955882,0.985526,0.990278,0.951786
104,16494.645,11409.495,0.62069,0.666667,0.652174,0.133333,0.425926,0,0.636364,0,0.772727,0.005568,0.95,0.95,0.955882,0.985526,0.990278,0.951786
105,16594.57,11412.775,0.632184,0.666667,0.663043,0.133333,0.416667,0,0.654545,0,0.727273,0.005568,1,1,1,1,1,1
106,16694.495,11416.055,0.643678,0.666667,0.673913,0.133333,0.407407,0,0.672727,0,0.681818,0.005568,1,1,1,1,1,1
107,16894.35,11422.615,0.436782,0.666667,0.445652,0,0.407407,0,0.436364,0,0.181818,0,0.95,0.95,0.955882,0.985526,0.990278,0.951786
108,11701.485,11152.105,0.804598,0.777778,0.891304,0.733333,0.907407,0.75,0.963636,0.197095,0.909091,0.155902,1,1,1,1,1,1
109,11801.41,11155.385,0.83908,0.777778,0.923913,0.733333,0.898148,0.75,0.963636,0.378631,0.863636,0.623608,0.5,0.5,0.558824,0.855263,0.902778,0.517857
110,11901.335,11158.665,0.816092,0.777778,0.934783,0.733333,0.888889,0.7875,0.963636,0.358921,0.954545,0.648664,0.5,0.5,0.558824,0.855263,0.902778,0.517857
111,12001.26,11161.945,0.804598,0.777778,0.934783,0.733333,0.888889,0.875,0.981818,0.350622,0.954545,0.601893,1,0.994792,0.808824,0.75,0.75,0.5
112,12101.185,11165.225,0.793103,0.777778,0.934783,0.733333,0.87963,0.875,0.963636,0.366183,0.954545,0.575167,0,0,0.117647,0.710526,0.805556,0.035714
113,12201.11,11168.505,0.781609,0.777778,0.934783,0.733333,0.87037,0.875,0.927273,0.376556,0.909091,0.515033,0.875,0.875,0.889706,0.963816,0.975694,0.879464
114,12301.035,11171.79,0.770115,0.777778,0.934783,0.733333,0.861111,0.8375,0.909091,0.342324,0.863636,0.437082,0.875,0.875,0.889706,0.963816,0.975694,0.879464
115,12400.96,11175.07,0.758621,0.777778,0.913043,0.733333,0.842593,0.75,0.890909,0.253112,0.909091,0.386414,0.875,0.875,0.889706,0.963816,0.975694,0.879464
116,12500.885,11178.35,0.735632,0.777778,0.902174,0.733333,0.833333,0.75,0.890909,0.228216,0.863636,0.367483,0.875,0.875,0.889706,0.963816,0.975694,0.879464
117,12600.81,11181.63,0.735632,0.777778,0.902174,0.733333,0.833333,0.75,0.909091,0.259336,0.909091,0.384187,1,1,0.985294,0.960526,0.958333,0.982143
118,12800.66,11188.19,0.701149,0.777778,0.880435,0.733333,0.814815,0.75,0.927273,0.226141,0.863636,0.243318,1,1,1,1,1,1
119,12900.585,11191.47,0.678161,0.777778,0.880435,0.733333,0.814815,0.75,0.963636,0.227178,0.954545,0.268931,1,1,1,1,1,1
120,13000.51,11194.75,0.666667,0.777778,0.869565,0.733333,0.805556,0.75,0.963636,0.206432,0.954545,0.23608,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
121,13100.435,11198.035,0.655172,0.777778,0.858696,0.733333,0.796296,0.75,0.963636,0.181535,0.909091,0.225501,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
122,13200.365,11201.315,0.643678,0.777778,0.847826,0.726667,0.787037,0.75,0.963636,0.172199,0.909091,0.214365,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
123,13300.29,11204.595,0.632184,0.777778,0.815217,0.666667,0.759259,0.75,0.927273,0.170124,0.863636,0.184855,1,1,1,1,1,1
124,13400.215,11207.875,0.62069,0.777778,0.804348,0.666667,0.75,0.75,0.927273,0.159751,0.863636,0.188753,0.875,0.875,0.889706,0.963816,0.975694,0.879464
125,13500.14,11211.155,0.597701,0.777778,0.793478,0.666667,0.75,0.75,0.945455,0.140041,0.954545,0.210468,0.875,0.875,0.889706,0.963816,0.975694,0.879464
126,13600.065,11214.435,0.586207,0.777778,0.793478,0.666667,0.740741,0.75,0.945455,0.118257,0.954545,0.182628,0.977273,0.977273,0.979947,0.993421,0.995581,0.978084
127,13699.99,11217.715,0.574713,0.777778,0.771739,0.666667,0.722222,0.75,0.963636,0.105809,0.954545,0.160356,0.977273,0.977273,0.979947,0.993421,0.995581,0.978084
128,13799.915,11220.995,0.574713,0.777778,0.76087,0.666667,0.712963,0.75,0.945455,0.096473,0.954545,0.14922,1,1,1,1,1,1
129,13899.845,11224.275,0.563218,0.777778,0.75,0.666667,0.703704,0.75,0.927273,0.087137,0.909091,0.118597,0.9,0.9,0.911765,0.971053,0.980556,0.903571
130,13999.77,11227.555,0.563218,0.777778,0.73913,0.666667,0.694444,0.75,0.945455,0.093361,0.909091,0.111915,0.9,0.9,0.911765,0.971053,0.980556,0.903571
131,14099.695,11230.835,0.574713,0.888889,0.728261,0.666667,0.685185,0.75,0.981818,0.078838,1,0.113029,0.9,0.9,0.911765,0.971053,0.980556,0.903571
132,14199.62,11234.115,0.574713,0.888889,0.717391,0.666667,0.675926,0.75,0.963636,0.053942,0.954545,0.099109,0.875,0.875,0.889706,0.963816,0.975694,0.879464
133,14299.545,11237.4,0.574713,0.888889,0.695652,0.666667,0.666667,0.75,0.945455,0.039419,0.909091,0.079621,0.875,0.875,0.889706,0.963816,0.975694,0.879464
134,14399.475,11240.68,0.505747,0.677778,0.684783,0.666667,0.648148,0.75,0.890909,0.020747,0.772727,0.040089,1,1,1,1,1,1
135,14599.325,11247.24,0.574713,0.777778,0.663043,0.6,0.62963,0.625,0.872727,0.01556,0.727273,0.038976,1,1,1,1,1,1
136,14699.25,11250.52,0.574713,0.777778,0.641304,0.56,0.611111,0.625,0.836364,0.010373,0.681818,0.033408,0.75,0.75,0.779412,0.927632,0.951389,0.758929
137,14899.105,11257.08,0.528736,0.711111,0.619565,0.493333,0.601852,0.5875,0.8,0,0.636364,0.008909,0.909091,0.909091,0.919786,0.973684,0.982323,0.912338
138,14999.03,11260.365,0.586207,0.777778,0.619565,0.533333,0.592593,0.5125,0.8,0,0.772727,0.011693,0.75,0.75,0.779412,0.927632,0.951389,0.758929
139,15098.955,11263.645,0.586207,0.777778,0.608696,0.533333,0.583333,0.5,0.781818,0,0.772727,0.011136,0.75,0.75,0.779412,0.927632,0.951389,0.758929
140,15198.88,11266.925,0.597701,0.777778,0.597826,0.533333,0.574074,0.5,0.763636,0,0.818182,0.011136,1,1,1,1,1,1
141,15798.44,11286.605,0.586207,0.666667,0.576087,0.2,0.5,0,0.618182,0,0.727273,0.01559,1,1,1,1,1,1
142,15898.365,11289.885,0.586207,0.666667,0.586957,0.2,0.5,0,0.618182,0,0.772727,0.012806,1,1,1,1,1,1
143,16198.145,11299.725,0.597701,0.666667,0.619565,0.133333,0.453704,0,0.581818,0,0.909091,0.011136,1,1,1,1,1,1
144,16697.775,11316.13,0.471264,0.666667,0.478261,0.066667,0.425926,0,0.472727,0,0.318182,0,0.95,0.95,0.955882,0.985526,0.990278,0.951786
145,16797.705,11319.41,0.45977,0.666667,0.456522,0.066667,0.416667,0,0.454545,0,0.272727,0,0.95,0.95,0.955882,0.985526,0.990278,0.951786
146,16997.555,11325.97,0.563218,0.666667,0.717391,0.133333,0.37963,0,0.527273,0,0.636364,0.011136,1,1,1,1,1,1
147,17097.485,11329.255,0.563218,0.6,0.717391,0.133333,0.37037,0,0.545455,0,0.681818,0.011136,0.95,0.95,0.955882,0.985526,0.990278,0.951786
148,17197.415,11332.535,0.574713,0.555556,0.73913,0.133333,0.37037,0,0.563636,0,0.772727,0.011136,0.95,0.95,0.955882,0.985526,0.990278,0.951786
149,17297.34,11335.815,0.574713,0.555556,0.75,0.133333,0.361111,0,0.6,0,0.818182,0.011136,0.95,0.95,0.955882,0.985526,0.990278,0.951786
150,11105.215,11032.495,0.91954,0.777778,0.945652,0.733333,0.935185,0.75,0.963636,0.33195,0.863636,0.523385,0.99898,0.997917,0.9,0.9,0.9,0.946429
151,11205.14,11035.775,0.908046,0.777778,0.967391,0.8,0.935185,0.75,0.981818,0.520747,0.909091,0.699889,0.99898,0.997917,0.9,0.9,0.9,0.946429
152,11305.065,11039.06,0.896552,0.777778,0.967391,0.8,0.916667,0.75,1,0.313278,0.954545,0.635857,0.99898,0.997917,0.9,0.9,0.9,0.946429
153,11504.915,11045.62,0.873563,0.777778,0.956522,0.8,0.925926,0.75,0.981818,0.414938,1,0.829621,1,1,1,1,1,1
154,11604.84,11048.9,0.850575,0.777778,0.934783,0.8,0.907407,0.75,0.963636,0.383817,0.909091,0.757238,0.8,0.8,0.823529,0.942105,0.961111,0.807143
155,11804.69,11055.46,0.83908,0.777778,0.934783,0.733333,0.898148,0.7875,0.945455,0.379668,0.954545,0.695991,0.8,0.8,0.823529,0.942105,0.961111,0.807143
156,11904.615,11058.74,0.816092,0.777778,0.934783,0.733333,0.907407,0.875,0.963636,0.283195,0.909091,0.648664,0.8,0.8,0.823529,0.942105,0.961111,0.807143
157,12004.54,11062.02,0.816092,0.777778,0.945652,0.733333,0.898148,0.875,0.963636,0.408714,1,0.678731,1,1,1,1,1,1
158,12104.465,11065.3,0.793103,0.777778,0.945652,0.733333,0.87963,0.875,0.963636,0.385892,0.954545,0.606347,1,0.994792,0.808824,0.75,0.75,0.5
159,12204.39,11068.585,0.781609,0.777778,0.945652,0.733333,0.87037,0.875,0.927273,0.365145,0.954545,0.581292,0.875,0.875,0.889706,0.963816,0.975694,0.879464
160,12304.315,11071.865,0.770115,0.777778,0.934783,0.733333,0.861111,0.875,0.909091,0.315353,0.909091,0.473274,0.875,0.875,0.889706,0.963816,0.975694,0.879464
161,12404.24,11075.145,0.758621,0.777778,0.923913,0.733333,0.851852,0.8,0.890909,0.259336,0.909091,0.400891,0.875,0.875,0.889706,0.963816,0.975694,0.879464
162,12504.165,11078.425,0.747126,0.777778,0.913043,0.733333,0.842593,0.75,0.909091,0.253112,0.909091,0.396437,0.875,0.875,0.889706,0.963816,0.975694,0.879464
163,12604.09,11081.705,0.735632,0.777778,0.913043,0.733333,0.833333,0.8125,0.927273,0.257261,0.954545,0.404232,1,1,0.985294,0.960526,0.958333,0.982143
164,12704.015,11084.985,0.689655,0.777778,0.891304,0.733333,0.824074,0.75,0.945455,0.207469,0.909091,0.250557,1,1,0.990196,0.973684,0.972222,0.988095
165,12803.94,11088.265,0.689655,0.777778,0.891304,0.733333,0.824074,0.75,0.945455,0.217842,0.909091,0.263363,1,1,0.990196,0.973684,0.972222,0.988095
166,12903.865,11091.545,0.678161,0.777778,0.880435,0.733333,0.814815,0.75,0.945455,0.225104,1,0.269488,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
167,13003.795,11094.825,0.678161,0.777778,0.880435,0.733333,0.814815,0.75,0.963636,0.223029,0.909091,0.261136,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
168,13103.715,11098.105,0.655172,0.777778,0.869565,0.733333,0.796296,0.75,0.963636,0.200207,0.863636,0.23608,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
169,13203.645,11101.385,0.643678,0.777778,0.847826,0.726667,0.787037,0.75,0.945455,0.169087,0.863636,0.225501,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
170,13303.57,11104.665,0.643678,0.777778,0.836957,0.666667,0.777778,0.75,0.945455,0.155602,0.863636,0.194878,0.944444,0.944444,0.95098,0.983918,0.989198,0.946429
